1;arms_factory;2962.00;9.50;1645.00;5.07;0
1;arms_factory;2955.00;9.50;1649.00;1.45;0
1;arms_factory;2961.00;9.50;1649.00;4.47;0
1;arms_factory;2954.00;9.50;1644.00;0.85;0
1;arms_factory;2960.00;9.50;1651.00;3.51;0
1;arms_factory;2962.00;9.50;1642.00;1.35;0
1;industrial_complex;2958.00;9.50;1638.00;1.46;0
1;industrial_complex;2961.00;9.50;1646.00;5.58;0
1;industrial_complex;2958.00;9.50;1641.00;1.96;0
1;industrial_complex;2959.00;9.50;1632.00;6.08;0
1;industrial_complex;2953.00;9.50;1645.00;6.18;0
1;industrial_complex;2959.00;9.50;1636.00;4.02;0
1;air_base;2957.00;9.50;1647.00;0.41;0
1;naval_base;2951.00;9.50;1649.00;-1.33;5579
1;naval_base;2963.00;9.50;1651.00;1.57;5579
1;naval_base;2953.00;9.50;1638.00;-0.79;5579
1;bunker;2958.00;9.50;1633.00;5.13;0
1;bunker;2960.00;9.50;1643.00;1.52;0
1;bunker;2956.00;9.50;1647.00;4.54;0
1;coastal_bunker;2962.00;9.50;1655.00;-3.03;0
1;coastal_bunker;2950.00;9.50;1640.00;-0.79;0
1;coastal_bunker;2955.00;9.50;1652.00;-2.90;0
1;dockyard;2964.00;9.50;1644.00;1.57;0
1;anti_air_building;2956.00;9.50;1644.00;4.19;0
1;anti_air_building;2957.00;9.50;1637.00;2.03;0
1;anti_air_building;2958.00;9.50;1643.00;5.05;0
1;synthetic_refinery;2954.00;9.50;1639.00;6.25;0
1;fuel_silo;2954.00;9.50;1650.00;4.09;0
1;radar_station;2958.00;9.50;1644.00;1.86;0
1;rocket_site;2960.00;9.50;1634.00;2.04;0
1;nuclear_reactor;2960.00;9.50;1652.00;4.70;0
2;arms_factory;3018.00;9.50;1635.00;4.47;0
2;arms_factory;3013.00;9.50;1642.00;0.85;0
2;arms_factory;3023.00;9.50;1629.00;3.51;0
2;arms_factory;3027.00;9.50;1632.00;1.35;0
2;arms_factory;3008.00;9.50;1647.00;1.46;0
2;arms_factory;3008.00;9.50;1651.00;5.58;0
2;industrial_complex;3013.00;9.50;1637.00;1.96;0
2;industrial_complex;3010.00;9.50;1640.00;6.08;0
